PRVDR_CTGRY_SBTYP_CD,PRVDR_CTGRY_CD,CHOW_DT,ELGBLTY_SW,MDCD_VNDR_NUM,PRVDR_NUM,GNRL_CNTL_TYPE_CD,CBSA_URBN_RRL_IND,CBSA_CD,ACRDTN_TYPE_CD,TOT_AFLTD_AMBLNC_SRVC_CNT,TOT_AFLTD_HHA_CNT,CRTFD_BED_CNT,BED_CNT,MDCL_SCHL_AFLTN_CD,PGM_PRTCPTN_CD,LPN_LVN_CNT,RSDNT_PHYSN_CNT,RN_CNT
1.0,1,,Y,,450248,01,U,26420.0,1.0,0.0,0.0,40.0,40.0,4.0,3.0,23.0,0.0,28.0
1.0,1,,Y,,450249,08,R,99945.0,0.0,0.0,0.0,23.0,29.0,4.0,3.0,8.0,0.0,6.0
1.0,1,,Y,,450250,07,R,99945.0,0.0,0.0,0.0,25.0,25.0,4.0,3.0,5.0,0.0,4.0
1.0,1,20110101.0,Y,,450253,08,U,26420.0,0.0,0.0,0.0,32.0,32.0,4.0,3.0,2.0,0.0,22.0
1.0,1,,Y,,450256,04,R,99945.0,1.0,0.0,0.0,33.0,33.0,4.0,3.0,4.0,0.0,4.0
1.0,1,,N,,450258,08,R,99945.0,0.0,0.0,0.0,40.0,40.0,4.0,3.0,9.0,0.0,5.75
1.0,1,19960301.0,Y,,450259,04,U,26420.0,1.0,0.0,0.0,143.0,150.0,4.0,3.0,47.5,1.0,54.25
1.0,1,19840406.0,Y,,450261,04,R,99945.0,0.0,0.0,0.0,29.0,29.0,4.0,1.0,4.0,0.0,7.5
1.0,1,19860121.0,N,,450263,03,R,99945.0,0.0,0.0,0.0,23.0,30.0,4.0,3.0,5.5,0.0,6.0
1.0,1,,Y,,450264,08,R,99945.0,0.0,0.0,0.0,30.0,30.0,4.0,3.0,3.0,0.0,7.0
1.0,1,,N,,450267,07,R,99945.0,0.0,0.0,0.0,0.0,8.0,4.0,1.0,3.0,0.0,3.0
1.0,1,,Y,,450268,04,U,19124.0,1.0,0.0,0.0,72.0,88.0,2.0,3.0,8.0,1.0,33.0
1.0,1,,Y,,450269,08,R,99945.0,0.0,0.0,0.0,30.0,41.0,4.0,3.0,18.6,0.0,12.35
1.0,1,,Y,,450270,04,R,99945.0,0.0,0.0,0.0,49.0,49.0,4.0,3.0,6.0,0.0,4.0
1.0,1,20231201.0,Y,,450271,08,U,23104.0,1.0,0.0,0.0,85.0,85.0,4.0,3.0,8.0,0.0,22.0
1.0,1,20200401.0,Y,,450272,01,U,12420.0,1.0,0.0,0.0,170.0,170.0,1.0,3.0,4.0,0.0,186.0
1.0,1,19900101.0,Y,,450275,03,R,99945.0,0.0,0.0,0.0,28.0,36.0,4.0,3.0,7.0,0.0,7.0
1.0,1,,Y,,450276,03,U,48660.0,0.0,0.0,0.0,25.0,25.0,4.0,3.0,12.5,0.0,9.0
1.0,1,,Y,,450278,08,R,99945.0,0.0,0.0,0.0,34.0,34.0,4.0,3.0,4.25,0.0,4.75
1.0,1,20160101.0,Y,,450280,05,U,19124.0,1.0,0.0,0.0,243.0,243.0,4.0,3.0,9.0,18.0,314.0
1.0,1,,Y,,450281,03,R,99945.0,1.0,0.0,0.0,53.0,60.0,4.0,3.0,12.25,0.0,21.0
1.0,1,,Y,,450282,03,R,99945.0,0.0,0.0,0.0,31.0,31.0,4.0,1.0,8.25,0.0,7.5
1.0,1,20090302.0,Y,,450283,04,R,99945.0,0.0,0.0,0.0,52.0,52.0,4.0,3.0,4.0,0.0,11.0
1.0,1,,Y,,450284,03,U,43300.0,0.0,0.0,0.0,40.0,40.0,4.0,1.0,14.0,0.0,10.0
1.0,1,19960917.0,Y,,450286,04,R,99945.0,0.0,0.0,0.0,34.0,57.0,4.0,3.0,8.5,0.0,5.5
1.0,1,20020629.0,Y,,450288,08,R,99945.0,0.0,0.0,0.0,25.0,25.0,4.0,3.0,9.5,0.0,11.5
1.0,1,,Y,,450289,08,U,26420.0,3.0,0.0,0.0,975.0,975.0,1.0,3.0,247.0,0.0,1965.0
1.0,1,20020101.0,Y,,450292,02,U,19124.0,1.0,0.0,0.0,73.0,91.0,4.0,3.0,0.0,0.0,73.0
1.0,1,,Y,,450293,08,R,99945.0,0.0,0.0,1.0,22.0,22.0,2.0,3.0,11.0,0.0,19.0
1.0,1,19960814.0,Y,,450296,04,U,26420.0,0.0,0.0,0.0,101.0,107.0,4.0,3.0,8.0,0.0,23.0
1.0,1,,Y,,450297,04,U,23104.0,0.0,0.0,0.0,38.0,62.0,4.0,3.0,17.0,0.0,13.0
1.0,1,20190731.0,Y,,450299,04,U,17780.0,1.0,0.0,0.0,142.0,167.0,4.0,3.0,18.0,0.0,185.0
1.0,1,,N,,450300,01,R,99945.0,0.0,0.0,0.0,21.0,21.0,4.0,1.0,4.25,0.0,4.75
1.0,1,,Y,,450303,03,U,31180.0,0.0,0.0,0.0,43.0,49.0,4.0,3.0,5.6,0.0,9.0
1.0,1,,Y,,450305,07,U,99945.0,0.0,0.0,0.0,7.0,16.0,4.0,3.0,1.25,0.0,5.5
1.0,1,20130101.0,Y,,450306,08,U,10180.0,0.0,0.0,0.0,25.0,25.0,4.0,3.0,20.0,0.0,13.0
1.0,1,,Y,,450307,08,U,33260.0,0.0,0.0,0.0,26.0,26.0,4.0,3.0,8.0,0.0,9.0
1.0,1,,Y,,450309,07,U,41700.0,0.0,0.0,0.0,29.0,34.0,4.0,3.0,12.0,0.0,26.0
1.0,1,19840601.0,Y,,450311,07,U,30980.0,0.0,0.0,0.0,15.0,15.0,4.0,1.0,8.0,0.0,6.75
1.0,1,,Y,,450312,04,U,26420.0,1.0,0.0,0.0,117.0,117.0,4.0,3.0,13.0,0.0,16.25
1.0,1,,Y,,450313,01,U,21340.0,0.0,0.0,0.0,24.0,24.0,4.0,1.0,6.25,0.0,7.5
1.0,1,20040815.0,N,,450315,04,U,19124.0,7.0,0.0,0.0,79.0,79.0,4.0,3.0,0.0,0.0,22.6
1.0,1,19860201.0,Y,,450317,04,R,99945.0,0.0,0.0,0.0,17.0,33.0,4.0,3.0,5.25,0.0,5.0
1.0,1,19821001.0,N,,450319,08,R,99945.0,0.0,0.0,0.0,0.0,32.0,4.0,1.0,3.0,0.0,5.0
1.0,1,19950731.0,Y,,450320,04,U,26420.0,1.0,0.0,0.0,231.0,231.0,4.0,3.0,22.5,0.0,87.5
1.0,1,,Y,,450321,08,R,99945.0,0.0,0.0,0.0,21.0,30.0,4.0,3.0,11.25,0.0,4.5
1.0,1,,Y,,450322,07,R,99945.0,1.0,0.0,0.0,14.0,14.0,4.0,3.0,5.0,0.0,5.01
1.0,1,20070101.0,Y,194997601,450324,04,U,43300.0,1.0,0.0,1.0,326.0,414.0,2.0,3.0,16.0,24.0,530.0
1.0,1,,Y,,450325,02,U,11100.0,7.0,0.0,0.0,46.0,50.0,4.0,3.0,10.0,0.0,10.5
1.0,1,,Y,,450327,08,R,99945.0,0.0,0.0,0.0,31.0,43.0,4.0,3.0,5.5,0.0,6.5
1.0,1,,Y,,450328,07,R,99945.0,1.0,0.0,0.0,39.0,39.0,4.0,3.0,9.0,0.0,6.0
1.0,1,,Y,,450330,08,U,26420.0,1.0,0.0,0.0,168.0,168.0,4.0,3.0,10.0,0.0,158.0
1.0,1,,Y,,450331,04,U,23104.0,1.0,0.0,0.0,24.0,48.0,4.0,1.0,8.0,0.0,7.0
1.0,1,,Y,,450332,01,R,99945.0,0.0,0.0,0.0,30.0,30.0,4.0,3.0,5.0,0.0,10.0
1.0,1,19870917.0,Y,,450333,04,U,26420.0,1.0,0.0,0.0,96.0,96.0,4.0,3.0,22.0,0.0,35.0
1.0,1,,Y,,450334,08,R,99945.0,0.0,0.0,0.0,30.0,30.0,4.0,3.0,6.25,0.0,5.0
1.0,1,,Y,,450337,02,R,99945.0,1.0,0.0,0.0,49.0,49.0,4.0,3.0,6.75,0.0,13.5
1.0,1,,N,,450338,04,R,99945.0,0.0,0.0,0.0,20.0,20.0,4.0,1.0,4.75,0.0,4.0
1.0,1,19990201.0,Y,,450340,04,U,41660.0,0.0,0.0,0.0,171.0,171.0,4.0,1.0,42.0,0.0,185.0
1.0,1,,Y,,450341,02,U,26420.0,1.0,0.0,0.0,34.0,34.0,4.0,3.0,10.5,0.0,7.5
1.0,1,19850501.0,Y,,450342,04,U,26420.0,1.0,0.0,0.0,42.0,84.0,4.0,3.0,11.25,0.0,11.5
1.0,1,,Y,,450343,03,R,99945.0,0.0,0.0,0.0,32.0,32.0,4.0,3.0,8.5,0.0,5.25
1.0,1,,Y,,450346,02,U,13140.0,9.0,0.0,0.0,401.0,483.0,1.0,3.0,67.0,50.2,667.0
1.0,1,20200228.0,Y,,450347,02,R,99945.0,9.0,0.0,1.0,123.0,144.0,3.0,3.0,20.0,0.0,132.0
1.0,1,,Y,,450348,02,U,47380.0,0.0,0.0,0.0,44.0,44.0,4.0,3.0,6.0,0.0,8.0
1.0,1,19940331.0,Y,,450349,01,U,19124.0,1.0,0.0,0.0,49.0,49.0,4.0,3.0,10.5,0.0,41.5
1.0,1,,Y,,450351,02,R,99945.0,1.0,0.0,0.0,98.0,98.0,4.0,3.0,1.0,0.0,128.0
1.0,1,,Y,,450352,08,U,19124.0,1.0,0.0,1.0,157.0,192.0,4.0,3.0,31.94,6.0,300.85
1.0,1,19990101.0,N,,450353,04,R,99945.0,1.0,0.0,0.0,89.0,112.0,4.0,3.0,67.0,0.0,28.0
1.0,1,,Y,,450355,08,R,99945.0,0.0,0.0,0.0,23.0,28.0,4.0,3.0,6.25,0.0,6.0
1.0,1,19820825.0,Y,,450357,04,U,12420.0,1.0,0.0,0.0,44.0,44.0,4.0,3.0,7.0,0.0,9.5
1.0,1,20020101.0,Y,,450358,02,U,26420.0,3.0,0.0,0.0,1299.0,1299.0,1.0,3.0,12.1,0.0,2288.7
1.0,1,,Y,,450359,04,U,21340.0,0.0,0.0,0.0,27.0,27.0,4.0,3.0,4.0,0.0,11.0
1.0,1,19980201.0,N,,450362,01,R,99945.0,1.0,0.0,0.0,42.0,42.0,4.0,3.0,9.0,0.0,18.0
1.0,1,,Y,,450365,04,U,19124.0,7.0,0.0,0.0,58.0,167.0,3.0,3.0,18.0,2.0,13.5
1.0,1,19940701.0,Y,,450366,04,U,26420.0,1.0,0.0,0.0,208.0,208.0,4.0,3.0,35.0,0.0,129.0
1.0,1,,Y,,450369,08,R,99945.0,0.0,0.0,0.0,39.0,39.0,4.0,3.0,37.5,0.0,49.25
1.0,1,,Y,,450370,02,R,99945.0,0.0,0.0,1.0,36.0,40.0,4.0,3.0,0.0,0.0,32.5
1.0,1,,Y,,450371,03,U,46340.0,0.0,0.0,0.0,46.0,54.0,4.0,3.0,23.5,0.0,13.0
1.0,1,20000408.0,Y,,450372,02,U,19124.0,1.0,0.0,0.0,75.0,129.0,4.0,3.0,0.0,0.0,363.0
1.0,1,,Y,,450373,03,R,99945.0,0.0,0.0,0.0,49.0,49.0,4.0,3.0,3.5,0.0,15.5
1.0,1,,N,,450374,08,R,99945.0,0.0,0.0,0.0,30.0,30.0,4.0,3.0,7.0,0.0,5.0
1.0,1,19960301.0,Y,,450376,04,U,41660.0,1.0,0.0,0.0,171.0,171.0,4.0,3.0,21.25,0.0,76.0
1.0,1,20040101.0,N,,450378,04,U,26420.0,1.0,0.0,0.0,160.0,190.0,4.0,3.0,19.0,0.0,106.0
1.0,1,20100301.0,Y,,450379,04,U,19124.0,1.0,0.0,0.0,155.0,155.0,4.0,3.0,5.0,0.0,178.0
1.0,1,,N,,450381,07,U,12420.0,1.0,0.0,0.0,30.0,30.0,4.0,3.0,15.0,0.0,13.7
1.0,1,,N,,450382,04,R,99945.0,0.0,0.0,0.0,0.0,34.0,4.0,1.0,4.5,0.0,5.5
1.0,1,,Y,,450388,04,U,41700.0,1.0,0.0,0.0,2465.0,2465.0,2.0,3.0,175.32,0.0,2652.94
1.0,1,20180301.0,Y,,450389,04,R,99945.0,1.0,0.0,0.0,100.0,127.0,1.0,3.0,3.0,0.0,156.0
1.0,1,19890228.0,Y,,450391,04,U,19124.0,1.0,0.0,0.0,71.0,71.0,4.0,3.0,5.0,0.0,21.5
1.0,1,20001215.0,N,,450393,02,U,43300.0,1.0,0.0,0.0,160.0,160.0,2.0,3.0,20.0,0.0,45.0
1.0,1,19870917.0,Y,,450394,03,U,19124.0,1.0,0.0,0.0,94.0,99.0,4.0,3.0,18.5,0.0,44.5
1.0,1,,Y,,450395,02,R,99945.0,1.0,0.0,0.0,66.0,66.0,4.0,3.0,5.0,0.0,108.0
1.0,1,,Y,,450399,08,R,99945.0,0.0,1.0,0.0,48.0,48.0,4.0,3.0,16.0,0.0,19.0
1.0,1,,Y,,450400,04,R,99945.0,1.0,0.0,0.0,59.0,59.0,4.0,3.0,21.0,0.0,31.0
1.0,1,,Y,,450402,04,U,26420.0,0.0,0.0,0.0,25.0,25.0,4.0,3.0,9.25,0.0,7.75
1.0,1,19970601.0,Y,,450403,04,U,19124.0,1.0,0.0,0.0,225.0,225.0,4.0,3.0,7.0,0.0,342.0
1.0,1,,Y,,450410,04,U,26420.0,1.0,0.0,0.0,99.0,99.0,4.0,3.0,21.0,0.0,30.0
1.0,1,,Y,,450411,08,R,99945.0,0.0,0.0,0.0,52.0,52.0,4.0,3.0,8.0,0.0,18.0
1.0,1,,Y,,450415,03,R,99945.0,0.0,0.0,0.0,30.0,30.0,4.0,3.0,10.25,0.0,5.75
1.0,1,19880115.0,Y,,450416,07,U,19124.0,1.0,0.0,0.0,106.0,166.0,4.0,3.0,10.5,0.0,42.0
1.0,1,20021102.0,N,,450417,04,U,26420.0,1.0,0.0,0.0,25.0,25.0,4.0,3.0,6.75,0.0,18.25
1.0,1,,Y,,450418,04,U,26420.0,1.0,0.0,0.0,330.0,349.0,4.0,3.0,0.0,0.0,110.0
1.0,1,,Y,,450419,02,U,23104.0,1.0,0.0,0.0,36.0,36.0,4.0,3.0,2.0,0.0,58.0
1.0,1,,Y,,450421,04,U,19124.0,0.0,0.0,0.0,26.0,26.0,4.0,1.0,3.0,0.0,5.5
1.0,1,19990801.0,Y,,450422,04,U,19124.0,1.0,0.0,0.0,28.0,28.0,4.0,3.0,0.0,0.0,42.0
1.0,1,,Y,,450423,04,U,26420.0,1.0,0.0,0.0,220.0,336.0,4.0,3.0,65.0,0.0,125.0
1.0,1,,Y,,450424,02,U,26420.0,3.0,0.0,0.0,230.0,230.0,4.0,3.0,18.0,24.0,568.0
1.0,1,,Y,,450425,04,U,46340.0,1.0,0.0,0.0,53.0,66.0,4.0,3.0,8.0,0.0,13.0
1.0,1,,Y,,450429,03,R,99945.0,0.0,0.0,0.0,23.0,33.0,4.0,3.0,0.0,0.0,2.5
1.0,1,19960501.0,Y,,450431,04,U,12420.0,1.0,0.0,0.0,625.0,625.0,2.0,3.0,27.7,0.0,652.87
1.0,1,,Y,,450438,02,R,99945.0,0.0,0.0,0.0,38.0,38.0,4.0,3.0,17.0,0.0,14.0
1.0,1,,Y,,450440,04,U,26420.0,1.0,0.0,0.0,25.0,25.0,4.0,3.0,4.0,0.0,4.0
1.0,1,,N,,450446,02,U,26420.0,1.0,0.0,0.0,98.0,98.0,4.0,3.0,0.0,0.0,5.0
1.0,1,19990201.0,Y,,450447,08,R,99945.0,1.0,0.0,0.0,147.0,162.0,4.0,3.0,19.0,0.0,65.1
1.0,1,,Y,,450450,07,U,47020.0,0.0,0.0,0.0,24.0,24.0,4.0,3.0,10.0,0.0,5.0
1.0,1,20130801.0,Y,,450451,08,R,23104.0,1.0,0.0,0.0,16.0,16.0,4.0,3.0,10.0,0.0,29.0
1.0,1,19850920.0,Y,,450454,04,U,47380.0,1.0,0.0,0.0,20.0,20.0,4.0,3.0,5.5,0.0,7.25
1.0,1,19820612.0,Y,,450455,07,U,13140.0,1.0,0.0,0.0,42.0,42.0,4.0,3.0,7.0,0.0,6.0
1.0,1,,Y,,450457,01,U,31180.0,1.0,0.0,0.0,795.0,843.0,2.0,3.0,369.0,0.0,907.5
1.0,1,,Y,,450458,08,R,99945.0,0.0,0.0,0.0,30.0,30.0,4.0,3.0,4.0,0.0,5.0
1.0,1,,Y,,450459,03,R,99945.0,0.0,0.0,0.0,18.0,18.0,4.0,1.0,2.5,0.0,3.25
1.0,1,,Y,,450460,08,R,99945.0,0.0,0.0,0.0,25.0,25.0,4.0,3.0,19.0,0.0,20.0
1.0,1,,Y,,450462,02,U,19124.0,1.0,0.0,0.0,866.0,866.0,2.0,3.0,31.25,104.0,646.0
1.0,1,,Y,,450464,08,R,99945.0,0.0,0.0,0.0,30.0,30.0,4.0,3.0,14.0,0.0,9.0
1.0,1,,Y,,450465,08,R,99945.0,1.0,0.0,0.0,58.0,58.0,4.0,3.0,6.4,0.0,56.5
1.0,1,19951106.0,Y,,450467,07,R,99945.0,1.0,0.0,0.0,45.0,45.0,4.0,3.0,13.0,0.0,15.0
1.0,1,20240101.0,Y,,450469,04,U,43300.0,1.0,0.0,0.0,241.0,241.0,4.0,3.0,18.0,0.0,197.0
1.0,1,,Y,,450472,08,U,17780.0,0.0,0.0,0.0,37.0,37.0,4.0,3.0,8.0,0.0,0.0
1.0,1,,Y,,450473,04,R,99945.0,1.0,0.0,0.0,48.0,54.0,4.0,3.0,19.0,0.0,19.0
1.0,1,20180301.0,Y,,450475,04,U,30980.0,1.0,0.0,0.0,96.0,158.0,2.0,3.0,7.0,20.0,56.0
1.0,1,,Y,,450476,08,R,99945.0,0.0,0.0,0.0,31.0,36.0,4.0,3.0,4.25,0.0,4.0
1.0,1,,Y,,450481,03,R,99945.0,0.0,0.0,0.0,22.0,22.0,4.0,1.0,3.0,0.0,7.0
1.0,1,,Y,,450484,04,R,99945.0,1.0,0.0,0.0,117.0,117.0,4.0,3.0,35.0,0.0,190.0
1.0,1,,Y,,450486,04,R,99945.0,0.0,0.0,0.0,21.0,25.0,4.0,3.0,4.25,0.0,6.25
1.0,1,20080401.0,N,,450488,04,U,30980.0,3.0,0.0,0.0,51.0,51.0,4.0,3.0,6.0,0.0,12.0
1.0,1,20050401.0,Y,,450489,08,R,99945.0,0.0,1.0,0.0,21.0,21.0,4.0,3.0,7.3,0.0,11.3
1.0,1,,Y,,450492,07,R,13140.0,0.0,0.0,0.0,35.0,35.0,4.0,3.0,5.5,0.0,5.0
1.0,1,,Y,,450493,08,R,99945.0,0.0,0.0,0.0,38.0,38.0,4.0,3.0,7.5,0.0,6.0
1.0,1,20160516.0,Y,,450497,04,R,99945.0,0.0,0.0,0.0,49.0,49.0,4.0,1.0,6.0,0.0,15.0
1.0,1,20131001.0,Y,,450498,08,R,99945.0,0.0,0.0,0.0,20.0,20.0,4.0,3.0,13.0,0.0,14.0
1.0,1,20240311.0,Y,,450508,04,R,99945.0,1.0,0.0,0.0,163.0,231.0,4.0,3.0,21.0,0.0,118.0
1.0,1,,Y,,450513,03,R,99945.0,0.0,0.0,0.0,39.0,39.0,4.0,3.0,0.0,0.0,7.0
1.0,1,20030801.0,Y,,450514,04,U,13140.0,1.0,0.0,0.0,138.0,138.0,4.0,3.0,15.0,0.0,56.0
1.0,1,,Y,,450517,08,R,99945.0,0.0,0.0,0.0,22.0,48.0,4.0,3.0,6.0,0.0,7.0
1.0,1,20241030.0,Y,,450518,09,U,13140.0,3.0,0.0,0.0,174.0,216.0,4.0,3.0,50.0,0.0,187.0
1.0,1,,Y,,450523,04,U,26420.0,1.0,0.0,0.0,226.0,226.0,4.0,1.0,20.0,0.0,97.0
1.0,1,19870930.0,Y,,450527,03,U,17780.0,0.0,0.0,0.0,33.0,33.0,4.0,3.0,8.5,0.0,8.5
1.0,1,,N,,450530,04,U,26420.0,1.0,0.0,0.0,110.0,120.0,4.0,3.0,18.0,0.0,48.0
1.0,1,,Y,,450534,08,R,99945.0,0.0,0.0,0.0,49.0,49.0,4.0,3.0,17.0,0.0,26.0
1.0,1,,N,,450535,04,U,26420.0,1.0,0.0,0.0,191.0,191.0,4.0,3.0,13.0,0.0,50.0
1.0,1,20090601.0,Y,,450537,08,U,19124.0,1.0,0.0,0.0,205.0,205.0,4.0,3.0,14.0,0.0,103.0
1.0,1,19970101.0,Y,,450538,04,U,26420.0,1.0,0.0,0.0,31.0,86.0,4.0,3.0,13.5,0.0,35.5
1.0,1,,Y,,450539,02,R,99945.0,1.0,0.0,0.0,100.0,100.0,4.0,3.0,28.92,0.0,53.94
1.0,1,19990722.0,Y,,450544,04,U,26420.0,1.0,0.0,0.0,180.0,180.0,4.0,3.0,51.0,0.0,125.0
1.0,1,19930501.0,Y,,450545,04,U,33260.0,1.0,0.0,0.0,101.0,107.0,4.0,3.0,14.25,0.0,14.5
1.0,1,19940801.0,Y,,450546,04,U,26420.0,1.0,0.0,0.0,209.0,209.0,4.0,3.0,32.5,0.0,89.0
1.0,1,,Y,,450547,02,R,99945.0,1.0,0.0,0.0,28.0,30.0,1.0,3.0,10.0,0.0,28.0
1.0,1,19960901.0,Y,,450550,04,U,26420.0,1.0,0.0,0.0,114.0,114.0,2.0,3.0,59.5,3.0,88.0
1.0,1,19951001.0,Y,,450551,03,R,99945.0,1.0,0.0,0.0,47.0,47.0,4.0,3.0,10.5,0.0,10.25
1.0,1,,Y,,450557,08,R,99945.0,0.0,0.0,0.0,40.0,40.0,4.0,3.0,7.75,0.0,4.75
1.0,1,20020901.0,Y,,450558,04,U,10180.0,1.0,0.0,0.0,231.0,231.0,4.0,3.0,41.0,0.0,229.0
1.0,1,,Y,,450559,08,R,99945.0,0.0,0.0,0.0,15.0,26.0,4.0,3.0,4.0,0.0,5.0
1.0,1,19970201.0,Y,,450561,03,U,11100.0,1.0,0.0,0.0,376.0,376.0,2.0,3.0,70.0,0.0,362.0
1.0,1,,Y,,450563,02,U,23104.0,1.0,0.0,0.0,273.0,273.0,4.0,3.0,6.28,0.0,441.0
1.0,1,,Y,,450565,08,R,99945.0,1.0,0.0,0.0,99.0,99.0,4.0,3.0,28.7,0.0,68.5
1.0,1,,Y,,450567,03,U,23104.0,1.0,0.0,0.0,19.0,19.0,4.0,3.0,17.0,0.0,9.0
1.0,1,19801010.0,Y,,450568,04,U,26420.0,0.0,0.0,0.0,83.0,83.0,4.0,3.0,4.0,0.0,48.75
1.0,1,19871201.0,Y,,450569,04,U,12420.0,0.0,0.0,0.0,25.0,25.0,4.0,3.0,7.5,0.0,7.0
1.0,1,19940101.0,Y,,450570,04,U,13140.0,0.0,0.0,0.0,54.0,69.0,4.0,3.0,48.75,0.0,44.5
1.0,1,20240917.0,Y,,450571,02,U,41660.0,9.0,0.0,0.0,616.0,616.0,2.0,3.0,145.0,0.0,477.0
1.0,1,19990201.0,Y,,450573,02,R,99945.0,1.0,0.0,0.0,49.0,59.0,4.0,3.0,8.0,0.0,38.0
1.0,1,,Y,,450574,08,R,99945.0,0.0,0.0,0.0,20.0,20.0,4.0,3.0,5.5,0.0,6.0
1.0,1,,Y,,450575,08,U,19124.0,1.0,0.0,0.0,30.0,30.0,4.0,1.0,5.0,0.0,9.0
1.0,1,19800729.0,Y,,450577,08,R,99945.0,0.0,0.0,0.0,32.0,32.0,4.0,1.0,8.0,0.0,8.0
1.0,1,,Y,,450578,08,R,99945.0,0.0,0.0,0.0,20.0,20.0,4.0,3.0,3.0,0.0,8.0
1.0,1,,Y,,450579,07,R,99945.0,0.0,0.0,0.0,20.0,20.0,4.0,1.0,4.0,0.0,4.0
1.0,1,20161001.0,Y,,450580,08,R,99945.0,9.0,0.0,0.0,49.0,49.0,2.0,3.0,10.0,0.0,16.0
1.0,1,,Y,,450581,08,U,18580.0,1.0,0.0,0.0,40.0,64.0,4.0,3.0,12.0,0.0,11.0
1.0,1,,N,,450582,08,R,99945.0,0.0,0.0,0.0,0.0,16.0,4.0,1.0,2.5,0.0,6.0
1.0,1,,Y,,450583,08,R,99945.0,0.0,0.0,0.0,15.0,15.0,4.0,3.0,10.5,0.0,9.25
1.0,1,,Y,,450584,08,R,99945.0,0.0,0.0,0.0,28.0,28.0,4.0,3.0,14.0,0.0,40.6
1.0,1,,Y,,450586,08,R,99945.0,0.0,0.0,0.0,25.0,25.0,4.0,3.0,26.0,0.0,15.0
1.0,1,20201027.0,Y,,450587,04,R,99945.0,1.0,0.0,0.0,216.0,216.0,4.0,3.0,87.0,0.0,96.0
1.0,1,,Y,,450588,04,R,99945.0,0.0,0.0,0.0,30.0,30.0,4.0,3.0,11.0,0.0,9.0
1.0,1,,Y,,450590,03,U,19124.0,1.0,0.0,0.0,37.0,110.0,4.0,3.0,1.0,0.0,27.0
1.0,1,,Y,,450591,08,U,26420.0,1.0,0.0,0.0,49.0,64.0,4.0,3.0,7.0,0.0,61.0
1.0,1,19850101.0,N,,450595,08,R,99945.0,0.0,0.0,0.0,0.0,18.0,4.0,1.0,5.25,0.0,6.25
1.0,1,19970101.0,Y,,450596,04,R,23104.0,1.0,0.0,0.0,59.0,59.0,4.0,3.0,19.0,0.0,34.75
1.0,1,,Y,,450597,08,R,99945.0,0.0,0.0,1.0,49.0,49.0,2.0,3.0,28.17,0.0,55.66
1.0,1,19880201.0,Y,,450600,08,R,99945.0,1.0,0.0,0.0,30.0,30.0,4.0,3.0,8.0,0.0,5.0
1.0,1,,Y,,450603,08,R,99945.0,0.0,0.0,0.0,25.0,25.0,4.0,3.0,0.05,0.0,0.09
1.0,1,20230401.0,Y,,450604,04,R,99945.0,1.0,0.0,0.0,84.0,84.0,4.0,3.0,6.0,0.0,103.0
1.0,1,20100311.0,N,,450605,04,U,18580.0,0.0,0.0,0.0,75.0,75.0,4.0,3.0,6.0,0.0,37.0
1.0,1,,Y,,450607,08,R,99945.0,0.0,0.0,0.0,20.0,20.0,4.0,3.0,5.0,0.0,4.75
1.0,1,,Y,,450609,08,U,31180.0,0.0,0.0,0.0,24.0,24.0,4.0,3.0,8.0,0.0,7.0
1.0,1,,Y,,450610,02,U,26420.0,1.0,0.0,0.0,136.0,821.0,4.0,3.0,11.0,0.0,1154.0
1.0,1,,Y,,450613,04,R,99945.0,1.0,0.0,0.0,30.0,78.0,4.0,1.0,30.0,0.0,28.0
1.0,1,19970501.0,Y,,450614,08,U,47380.0,1.0,0.0,0.0,39.0,49.0,4.0,3.0,9.0,0.0,11.0
1.0,1,,N,,450615,08,R,99945.0,0.0,0.0,0.0,65.0,65.0,4.0,3.0,17.0,0.0,38.0
1.0,1,20000101.0,Y,,450617,04,U,26420.0,1.0,0.0,0.0,367.0,528.0,4.0,3.0,3.2,0.0,768.7
1.0,1,20100301.0,Y,,450620,03,R,99945.0,0.0,0.0,1.0,32.0,48.0,4.0,3.0,31.5,0.0,34.5
1.0,1,,Y,,450621,08,R,99945.0,0.0,0.0,0.0,26.0,30.0,4.0,3.0,8.25,0.0,6.75
1.0,1,20050401.0,N,,450623,04,R,99945.0,1.0,0.0,0.0,75.0,75.0,4.0,3.0,5.64,0.0,9.76
1.0,1,,Y,,450624,04,U,45500.0,1.0,0.0,0.0,63.0,63.0,4.0,3.0,9.5,0.0,11.5
1.0,1,,Y,,450626,08,R,99945.0,0.0,0.0,0.0,31.0,35.0,4.0,3.0,11.95,0.0,11.28
1.0,1,,Y,,450627,08,R,99945.0,0.0,0.0,0.0,24.0,24.0,4.0,1.0,4.5,0.0,6.5
1.0,1,,Y,,450628,08,R,99945.0,0.0,0.0,0.0,24.0,32.0,4.0,3.0,9.0,0.0,6.0
1.0,1,19830801.0,Y,,450629,04,U,41700.0,1.0,0.0,0.0,74.0,100.0,4.0,1.0,6.0,0.0,19.0
1.0,1,20110201.0,Y,,450630,04,U,26420.0,1.0,0.0,0.0,365.0,365.0,4.0,1.0,33.75,0.0,254.0
1.0,1,19950111.0,N,,450631,04,U,41700.0,1.0,0.0,0.0,352.0,356.0,2.0,3.0,87.0,0.0,285.0
